region,date,population
Örebro,2007-01-01,275043
Örebro,2007-02-01,275134
Örebro,2007-03-01,275157
Örebro,2007-04-01,275239
Örebro,2007-05-01,275277
Örebro,2007-06-01,275398
Örebro,2007-07-01,275465
Örebro,2007-08-01,275526
Örebro,2007-09-01,275604
Örebro,2007-10-01,275835
Örebro,2007-11-01,275924
Örebro,2007-12-01,276067
Örebro,2008-01-01,276150
Örebro,2008-02-01,276171
Örebro,2008-03-01,276165
Örebro,2008-04-01,276408
Örebro,2008-05-01,276620
Örebro,2008-06-01,276707
Örebro,2008-07-01,276918
Örebro,2008-08-01,277095
Örebro,2008-09-01,277403
Örebro,2008-10-01,277505
Örebro,2008-11-01,277662
Örebro,2008-12-01,277732
Örebro,2009-01-01,277739
Örebro,2009-02-01,277683
Örebro,2009-03-01,277760
Örebro,2009-04-01,277879
Örebro,2009-05-01,277924
Örebro,2009-06-01,278057
Örebro,2009-07-01,278188
Örebro,2009-08-01,278447
Örebro,2009-09-01,278654
Örebro,2009-10-01,278769
Örebro,2009-11-01,278789
Örebro,2009-12-01,278882
Örebro,2010-01-01,278958
Örebro,2010-02-01,279144
Örebro,2010-03-01,279278
Örebro,2010-04-01,279418
Örebro,2010-05-01,279489
Örebro,2010-06-01,279499
Örebro,2010-07-01,279560
Örebro,2010-08-01,279847
Örebro,2010-09-01,280067
Örebro,2010-10-01,280163
Örebro,2010-11-01,280155
Örebro,2010-12-01,280230
Örebro,2011-01-01,280153
Örebro,2011-02-01,280163
Örebro,2011-03-01,280305
Örebro,2011-04-01,280368
Örebro,2011-05-01,280372
Örebro,2011-06-01,280368
Örebro,2011-07-01,280582
Örebro,2011-08-01,280793
Örebro,2011-09-01,281108
Örebro,2011-10-01,281307
Örebro,2011-11-01,281477
Örebro,2011-12-01,281572
Örebro,2012-01-01,281619
Örebro,2012-02-01,281637
Örebro,2012-03-01,281686
Örebro,2012-04-01,281864
Örebro,2012-05-01,282002
Örebro,2012-06-01,282066
Örebro,2012-07-01,282317
Örebro,2012-08-01,282418
Örebro,2012-09-01,282653
Örebro,2012-10-01,282836
Örebro,2012-11-01,283091
Örebro,2012-12-01,283113
Örebro,2013-01-01,283215
Örebro,2013-02-01,283269
Örebro,2013-03-01,283526
Örebro,2013-04-01,283645
Örebro,2013-05-01,283815
Örebro,2013-06-01,284054
Örebro,2013-07-01,284337
Örebro,2013-08-01,284586
Örebro,2013-09-01,284840
Örebro,2013-10-01,285085
Örebro,2013-11-01,285278
Örebro,2013-12-01,285395
Örebro,2014-01-01,285588
Örebro,2014-02-01,285796
Örebro,2014-03-01,286079
Örebro,2014-04-01,286308
Örebro,2014-05-01,286432
Örebro,2014-06-01,286616
Örebro,2014-07-01,286907
Örebro,2014-08-01,287102
Örebro,2014-09-01,287489
Örebro,2014-10-01,287684
Örebro,2014-11-01,287907
Örebro,2014-12-01,288150
Örebro,2015-01-01,288364
Örebro,2015-02-01,288636
Örebro,2015-03-01,288916
Örebro,2015-04-01,289121
Örebro,2015-05-01,289252
Örebro,2015-06-01,289425
Örebro,2015-07-01,289856
Örebro,2015-08-01,290243
Örebro,2015-09-01,290658
Örebro,2015-10-01,290951
Örebro,2015-11-01,290998
Örebro,2015-12-01,291012
Örebro,2016-01-01,291224
Örebro,2016-02-01,291351
Örebro,2016-03-01,291617
Örebro,2016-04-01,291857
Örebro,2016-05-01,292134
Örebro,2016-06-01,292214
Örebro,2016-07-01,292712
Örebro,2016-08-01,293198
Örebro,2016-09-01,293799
Örebro,2016-10-01,294105
Örebro,2016-11-01,294557
Örebro,2016-12-01,294941
Örebro,2017-01-01,295217
Örebro,2017-02-01,295496
Örebro,2017-03-01,295725
Örebro,2017-04-01,295985
Örebro,2017-05-01,296249
Örebro,2017-06-01,296541
Örebro,2017-07-01,296875
Örebro,2017-08-01,297486
Örebro,2017-09-01,297997
Örebro,2017-10-01,298387
Örebro,2017-11-01,298637
Örebro,2017-12-01,298907
Örebro,2018-01-01,299134
Örebro,2018-02-01,299402
Örebro,2018-03-01,299583
Örebro,2018-04-01,299849
Örebro,2018-05-01,300100
Örebro,2018-06-01,300228
Örebro,2018-07-01,300560
Örebro,2018-08-01,300932
Örebro,2018-09-01,301472
Örebro,2018-10-01,301834
Örebro,2018-11-01,302037
Örebro,2018-12-01,302252
Örebro,2019-01-01,302622
Örebro,2019-02-01,302853
Örebro,2019-03-01,303096
Örebro,2019-04-01,303253
Örebro,2019-05-01,303490
Örebro,2019-06-01,303648
Örebro,2019-07-01,303842
Örebro,2019-08-01,304169
Örebro,2019-09-01,304446
Örebro,2019-10-01,304607
Örebro,2019-11-01,304684
Örebro,2019-12-01,304805
Örebro,2020-01-01,304784
Örebro,2020-02-01,304905
Örebro,2020-03-01,304976
Örebro,2020-04-01,304986
Örebro,2020-05-01,304985
Örebro,2020-06-01,304957
Örebro,2020-07-01,305153
Örebro,2020-08-01,305477
Örebro,2020-09-01,305726
Örebro,2020-10-01,305660
Örebro,2020-11-01,305743
Örebro,2020-12-01,305643
Örebro,2021-01-01,305575
Örebro,2021-02-01,305658
Örebro,2021-03-01,305653
Örebro,2021-04-01,305640
Örebro,2021-05-01,305719
Örebro,2021-06-01,305832
Örebro,2021-07-01,306110
Örebro,2021-08-01,306527
Örebro,2021-09-01,306600
Örebro,2021-10-01,306703
Örebro,2021-11-01,306825
Örebro,2021-12-01,306792
Örebro,2022-01-01,306814
Västmanland,2006-01-01,261396
Västmanland,2006-02-01,261560
Västmanland,2006-03-01,261737
Västmanland,2006-04-01,261807
Västmanland,2006-05-01,261973
Västmanland,2006-06-01,262050
Västmanland,2006-07-01,262188
Västmanland,2006-08-01,262127
Västmanland,2006-09-01,262060
Västmanland,2006-10-01,262003
Västmanland,2006-11-01,261994
Västmanland,2006-12-01,248489
Västmanland,2007-01-01,248507
Västmanland,2007-02-01,248545
Västmanland,2007-03-01,248561
Västmanland,2007-04-01,248525
Västmanland,2007-05-01,248654
Västmanland,2007-06-01,248861
Västmanland,2007-07-01,249030
Västmanland,2007-08-01,249154
Västmanland,2007-09-01,249098
Västmanland,2007-10-01,249145
Västmanland,2007-11-01,249187
Västmanland,2007-12-01,249193
Västmanland,2008-01-01,249284
Västmanland,2008-02-01,249242
Västmanland,2008-03-01,249266
Västmanland,2008-04-01,249283
Västmanland,2008-05-01,249391
Västmanland,2008-06-01,249615
Västmanland,2008-07-01,249691
Västmanland,2008-08-01,249773
Västmanland,2008-09-01,249800
Västmanland,2008-10-01,249885
Västmanland,2008-11-01,249910
Västmanland,2008-12-01,249974
Västmanland,2009-01-01,250002
Västmanland,2009-02-01,250091
Västmanland,2009-03-01,250283
Västmanland,2009-04-01,250423
Västmanland,2009-05-01,250559
Västmanland,2009-06-01,250747
Västmanland,2009-07-01,250952
Västmanland,2009-08-01,250950
Västmanland,2009-09-01,250987
Västmanland,2009-10-01,251027
Västmanland,2009-11-01,251214
Västmanland,2009-12-01,251353
Västmanland,2010-01-01,251473
Västmanland,2010-02-01,251536
Västmanland,2010-03-01,251542
Västmanland,2010-04-01,251673
Västmanland,2010-05-01,251963
Västmanland,2010-06-01,252155
Västmanland,2010-07-01,252360
Västmanland,2010-08-01,252445
Västmanland,2010-09-01,252454
Västmanland,2010-10-01,252466
Västmanland,2010-11-01,252609
Västmanland,2010-12-01,252756
Västmanland,2011-01-01,252733
Västmanland,2011-02-01,252741
Västmanland,2011-03-01,252819
Västmanland,2011-04-01,252982
Västmanland,2011-05-01,253152
Västmanland,2011-06-01,253432
Västmanland,2011-07-01,253609
Västmanland,2011-08-01,253620
Västmanland,2011-09-01,253730
Västmanland,2011-10-01,253868
Västmanland,2011-11-01,254026
Västmanland,2011-12-01,254257
Västmanland,2012-01-01,254400
Västmanland,2012-02-01,254483
Västmanland,2012-03-01,254660
Västmanland,2012-04-01,254830
Västmanland,2012-05-01,255113
Västmanland,2012-06-01,255340
Västmanland,2012-07-01,255607
Västmanland,2012-08-01,255694
Västmanland,2012-09-01,255848
Västmanland,2012-10-01,256021
Västmanland,2012-11-01,256075
Västmanland,2012-12-01,256224
Västmanland,2013-01-01,256355
Västmanland,2013-02-01,256566
Västmanland,2013-03-01,256802
Västmanland,2013-04-01,257046
Västmanland,2013-05-01,257345
Västmanland,2013-06-01,257710
Västmanland,2013-07-01,258026
Västmanland,2013-08-01,258263
Västmanland,2013-09-01,258449
Västmanland,2013-10-01,258548
Västmanland,2013-11-01,258797
Västmanland,2013-12-01,259054
Västmanland,2014-01-01,259265
Västmanland,2014-02-01,259506
Västmanland,2014-03-01,259740
Västmanland,2014-04-01,260003
Västmanland,2014-05-01,260284
Västmanland,2014-06-01,260617
Västmanland,2014-07-01,260974
Västmanland,2014-08-01,261096
Västmanland,2014-09-01,261230
Västmanland,2014-10-01,261392
Västmanland,2014-11-01,261548
Västmanland,2014-12-01,261703
Västmanland,2015-01-01,261866
Västmanland,2015-02-01,262001
Västmanland,2015-03-01,262242
Västmanland,2015-04-01,262560
Västmanland,2015-05-01,262809
Västmanland,2015-06-01,263158
Västmanland,2015-07-01,263512
Västmanland,2015-08-01,263732
Västmanland,2015-09-01,263947
Västmanland,2015-10-01,264165
Västmanland,2015-11-01,264096
Västmanland,2015-12-01,264276
Västmanland,2016-01-01,264358
Västmanland,2016-02-01,264484
Västmanland,2016-03-01,264796
Västmanland,2016-04-01,265001
Västmanland,2016-05-01,265139
Västmanland,2016-06-01,265505
Västmanland,2016-07-01,265943
Västmanland,2016-08-01,266305
Västmanland,2016-09-01,266675
Västmanland,2016-10-01,266985
Västmanland,2016-11-01,267251
Västmanland,2016-12-01,267629
Västmanland,2017-01-01,267972
Västmanland,2017-02-01,268280
Västmanland,2017-03-01,268560
Västmanland,2017-04-01,268807
Västmanland,2017-05-01,269143
Västmanland,2017-06-01,269555
Västmanland,2017-07-01,269953
Västmanland,2017-08-01,270221
Västmanland,2017-09-01,270535
Västmanland,2017-10-01,270695
Västmanland,2017-11-01,270953
Västmanland,2017-12-01,271095
Västmanland,2018-01-01,271199
Västmanland,2018-02-01,271343
Västmanland,2018-03-01,271628
Västmanland,2018-04-01,271880
Västmanland,2018-05-01,272147
Västmanland,2018-06-01,272468
Västmanland,2018-07-01,272797
Västmanland,2018-08-01,272974
Västmanland,2018-09-01,273115
Västmanland,2018-10-01,273450
Västmanland,2018-11-01,273641
Västmanland,2018-12-01,273929
Västmanland,2019-01-01,274113
Västmanland,2019-02-01,274402
Västmanland,2019-03-01,274516
Västmanland,2019-04-01,274748
Västmanland,2019-05-01,274944
Västmanland,2019-06-01,275207
Västmanland,2019-07-01,275440
Västmanland,2019-08-01,275498
Västmanland,2019-09-01,275557
Västmanland,2019-10-01,275680
Västmanland,2019-11-01,275704
Västmanland,2019-12-01,275845
Västmanland,2020-01-01,276121
Västmanland,2020-02-01,276240
Västmanland,2020-03-01,276368
Västmanland,2020-04-01,276436
Västmanland,2020-05-01,276617
Västmanland,2020-06-01,276849
Västmanland,2020-07-01,277003
Västmanland,2020-08-01,276955
Västmanland,2020-09-01,277074
Västmanland,2020-10-01,277166
Västmanland,2020-11-01,277218
Västmanland,2020-12-01,277141
Västmanland,2021-01-01,277289
Västmanland,2021-02-01,277459
Västmanland,2021-03-01,277645
Västmanland,2021-04-01,277834
Västmanland,2021-05-01,278080
Västmanland,2021-06-01,278360
Västmanland,2021-07-01,278496
Västmanland,2021-08-01,278527
Västmanland,2021-09-01,278608
Västmanland,2021-10-01,278696
Västmanland,2021-11-01,278884
Västmanland,2021-12-01,278967
Västmanland,2022-01-01,279115
Dalarna,2006-01-01,275771
Dalarna,2006-02-01,275856
Dalarna,2006-03-01,276000
Dalarna,2006-04-01,276074
Dalarna,2006-05-01,276186
Dalarna,2006-06-01,276266
Dalarna,2006-07-01,276239
Dalarna,2006-08-01,275990
Dalarna,2006-09-01,275823
Dalarna,2006-10-01,275755
Dalarna,2006-11-01,275707
Dalarna,2006-12-01,275711
Dalarna,2007-01-01,275579
Dalarna,2007-02-01,275582
Dalarna,2007-03-01,275554
Dalarna,2007-04-01,275541
Dalarna,2007-05-01,275626
Dalarna,2007-06-01,275787
Dalarna,2007-07-01,275881
Dalarna,2007-08-01,275669
Dalarna,2007-09-01,275507
Dalarna,2007-10-01,275562
Dalarna,2007-11-01,275521
Dalarna,2007-12-01,275618
Dalarna,2008-01-01,275576
Dalarna,2008-02-01,275485
Dalarna,2008-03-01,275446
Dalarna,2008-04-01,275502
Dalarna,2008-05-01,275629
Dalarna,2008-06-01,275814
Dalarna,2008-07-01,275946
Dalarna,2008-08-01,275767
Dalarna,2008-09-01,275737
Dalarna,2008-10-01,275691
Dalarna,2008-11-01,275767
Dalarna,2008-12-01,275867
Dalarna,2009-01-01,275858
Dalarna,2009-02-01,275991
Dalarna,2009-03-01,275960
Dalarna,2009-04-01,276071
Dalarna,2009-05-01,276117
Dalarna,2009-06-01,276439
Dalarna,2009-07-01,276742
Dalarna,2009-08-01,276646
Dalarna,2009-09-01,276476
Dalarna,2009-10-01,276428
Dalarna,2009-11-01,276470
Dalarna,2009-12-01,276454
Dalarna,2010-01-01,276508
Dalarna,2010-02-01,276479
Dalarna,2010-03-01,276616
Dalarna,2010-04-01,276637
Dalarna,2010-05-01,276778
Dalarna,2010-06-01,277131
Dalarna,2010-07-01,277305
Dalarna,2010-08-01,277304
Dalarna,2010-09-01,277238
Dalarna,2010-10-01,277121
Dalarna,2010-11-01,277035
Dalarna,2010-12-01,277047
Dalarna,2011-01-01,276898
Dalarna,2011-02-01,276833
Dalarna,2011-03-01,276770
Dalarna,2011-04-01,276868
Dalarna,2011-05-01,277018
Dalarna,2011-06-01,277215
Dalarna,2011-07-01,277477
Dalarna,2011-08-01,277334
Dalarna,2011-09-01,277024
Dalarna,2011-10-01,276736
Dalarna,2011-11-01,276607
Dalarna,2011-12-01,276565
Dalarna,2012-01-01,276549
Dalarna,2012-02-01,276466
Dalarna,2012-03-01,276404
Dalarna,2012-04-01,276403
Dalarna,2012-05-01,276490
Dalarna,2012-06-01,276730
Dalarna,2012-07-01,276857
Dalarna,2012-08-01,276738
Dalarna,2012-09-01,276564
Dalarna,2012-10-01,276400
Dalarna,2012-11-01,276492
Dalarna,2012-12-01,276555
Dalarna,2013-01-01,276570
Dalarna,2013-02-01,276602
Dalarna,2013-03-01,276637
Dalarna,2013-04-01,276785
Dalarna,2013-05-01,276904
Dalarna,2013-06-01,277118
Dalarna,2013-07-01,277333
Dalarna,2013-08-01,277276
Dalarna,2013-09-01,277142
Dalarna,2013-10-01,277081
Dalarna,2013-11-01,277129
Dalarna,2013-12-01,277349
Dalarna,2014-01-01,277535
Dalarna,2014-02-01,277581
Dalarna,2014-03-01,277621
Dalarna,2014-04-01,277742
Dalarna,2014-05-01,278004
Dalarna,2014-06-01,278271
Dalarna,2014-07-01,278527
Dalarna,2014-08-01,278515
Dalarna,2014-09-01,278465
Dalarna,2014-10-01,278567
Dalarna,2014-11-01,278745
Dalarna,2014-12-01,278903
Dalarna,2015-01-01,278924
Dalarna,2015-02-01,279072
Dalarna,2015-03-01,279121
Dalarna,2015-04-01,279221
Dalarna,2015-05-01,279488
Dalarna,2015-06-01,279868
Dalarna,2015-07-01,280139
Dalarna,2015-08-01,280314
Dalarna,2015-09-01,280488
Dalarna,2015-10-01,280632
Dalarna,2015-11-01,280824
Dalarna,2015-12-01,281028
Dalarna,2016-01-01,281079
Dalarna,2016-02-01,281227
Dalarna,2016-03-01,281359
Dalarna,2016-04-01,281629
Dalarna,2016-05-01,281921
Dalarna,2016-06-01,282297
Dalarna,2016-07-01,282858
Dalarna,2016-08-01,282974
Dalarna,2016-09-01,283220
Dalarna,2016-10-01,283554
Dalarna,2016-11-01,284230
Dalarna,2016-12-01,284531
Dalarna,2017-01-01,284724
Dalarna,2017-02-01,284863
Dalarna,2017-03-01,284939
Dalarna,2017-04-01,285014
Dalarna,2017-05-01,285212
Dalarna,2017-06-01,285571
Dalarna,2017-07-01,285798
Dalarna,2017-08-01,285707
Dalarna,2017-09-01,285724
Dalarna,2017-10-01,285748
Dalarna,2017-11-01,285967
Dalarna,2017-12-01,286165
Dalarna,2018-01-01,286308
Dalarna,2018-02-01,286415
Dalarna,2018-03-01,286393
Dalarna,2018-04-01,286597
Dalarna,2018-05-01,286802
Dalarna,2018-06-01,287110
Dalarna,2018-07-01,287240
Dalarna,2018-08-01,287001
Dalarna,2018-09-01,287040
Dalarna,2018-10-01,287025
Dalarna,2018-11-01,287022
Dalarna,2018-12-01,287191
Dalarna,2019-01-01,287200
Dalarna,2019-02-01,287180
Dalarna,2019-03-01,287350
Dalarna,2019-04-01,287582
Dalarna,2019-05-01,287676
Dalarna,2019-06-01,287874
Dalarna,2019-07-01,288002
Dalarna,2019-08-01,287924
Dalarna,2019-09-01,287828
Dalarna,2019-10-01,287829
Dalarna,2019-11-01,287875
Dalarna,2019-12-01,287966
Dalarna,2020-01-01,287895
Dalarna,2020-02-01,287824
Dalarna,2020-03-01,287789
Dalarna,2020-04-01,287773
Dalarna,2020-05-01,287736
Dalarna,2020-06-01,287823
Dalarna,2020-07-01,287993
Dalarna,2020-08-01,287884
Dalarna,2020-09-01,287806
Dalarna,2020-10-01,287683
Dalarna,2020-11-01,287675
Dalarna,2020-12-01,287676
Dalarna,2021-01-01,287831
Dalarna,2021-02-01,287868
Dalarna,2021-03-01,287839
Dalarna,2021-04-01,287885
Dalarna,2021-05-01,288039
Dalarna,2021-06-01,288382
Dalarna,2021-07-01,288482
Dalarna,2021-08-01,288255
Dalarna,2021-09-01,288118
Dalarna,2021-10-01,288195
Dalarna,2021-11-01,288288
Dalarna,2021-12-01,288387
Dalarna,2022-01-01,288415
Gävleborg,2006-01-01,275862
Gävleborg,2006-02-01,275828
Gävleborg,2006-03-01,275838
Gävleborg,2006-04-01,275946
Gävleborg,2006-05-01,276073
Gävleborg,2006-06-01,276256
Gävleborg,2006-07-01,276212
Gävleborg,2006-08-01,275938
Gävleborg,2006-09-01,275780
Gävleborg,2006-10-01,275720
Gävleborg,2006-11-01,275655
Gävleborg,2006-12-01,275653
Gävleborg,2007-01-01,275473
Gävleborg,2007-02-01,275441
Gävleborg,2007-03-01,275443
Gävleborg,2007-04-01,275439
Gävleborg,2007-05-01,275492
Gävleborg,2007-06-01,275647
Gävleborg,2007-07-01,275810
Gävleborg,2007-08-01,275537
Gävleborg,2007-09-01,275442
Gävleborg,2007-10-01,275516
Gävleborg,2007-11-01,275596
Gävleborg,2007-12-01,275556
Gävleborg,2008-01-01,275506
Gävleborg,2008-02-01,275434
Gävleborg,2008-03-01,275577
Gävleborg,2008-04-01,275626
Gävleborg,2008-05-01,275652
Gävleborg,2008-06-01,275795
Gävleborg,2008-07-01,276011
Gävleborg,2008-08-01,275883
Gävleborg,2008-09-01,275912
Gävleborg,2008-10-01,275957
Gävleborg,2008-11-01,275931
Gävleborg,2008-12-01,275908
Gävleborg,2009-01-01,275825
Gävleborg,2009-02-01,275795
Gävleborg,2009-03-01,275836
Gävleborg,2009-04-01,275847
Gävleborg,2009-05-01,275988
Gävleborg,2009-06-01,276267
Gävleborg,2009-07-01,276438
Gävleborg,2009-08-01,276346
Gävleborg,2009-09-01,276257
Gävleborg,2009-10-01,276268
Gävleborg,2009-11-01,276218
Gävleborg,2009-12-01,276220
Gävleborg,2010-01-01,276182
Gävleborg,2010-02-01,276245
Gävleborg,2010-03-01,276318
Gävleborg,2010-04-01,276344
Gävleborg,2010-05-01,276399
Gävleborg,2010-06-01,276635
Gävleborg,2010-07-01,276800
Gävleborg,2010-08-01,276754
Gävleborg,2010-09-01,276690
Gävleborg,2010-10-01,276598
Gävleborg,2010-11-01,276580
Gävleborg,2010-12-01,276508
Gävleborg,2011-01-01,276470
Gävleborg,2011-02-01,276379
Gävleborg,2011-03-01,276323
Gävleborg,2011-04-01,276327
Gävleborg,2011-05-01,276399
Gävleborg,2011-06-01,276487
Gävleborg,2011-07-01,276710
Gävleborg,2011-08-01,276422
Gävleborg,2011-09-01,276263
Gävleborg,2011-10-01,276163
Gävleborg,2011-11-01,276082
Gävleborg,2011-12-01,276130
Gävleborg,2012-01-01,276133
Gävleborg,2012-02-01,276145
Gävleborg,2012-03-01,276206
Gävleborg,2012-04-01,276272
Gävleborg,2012-05-01,276436
Gävleborg,2012-06-01,276509
Gävleborg,2012-07-01,276745
Gävleborg,2012-08-01,276628
Gävleborg,2012-09-01,276487
Gävleborg,2012-10-01,276453
Gävleborg,2012-11-01,276485
Gävleborg,2012-12-01,276637
Gävleborg,2013-01-01,276600
Gävleborg,2013-02-01,276639
Gävleborg,2013-03-01,276698
Gävleborg,2013-04-01,276783
Gävleborg,2013-05-01,276926
Gävleborg,2013-06-01,277270
Gävleborg,2013-07-01,277617
Gävleborg,2013-08-01,277598
Gävleborg,2013-09-01,277675
Gävleborg,2013-10-01,277734
Gävleborg,2013-11-01,277813
Gävleborg,2013-12-01,277970
Gävleborg,2014-01-01,278063
Gävleborg,2014-02-01,278231
Gävleborg,2014-03-01,278453
Gävleborg,2014-04-01,278718
Gävleborg,2014-05-01,278984
Gävleborg,2014-06-01,279333
Gävleborg,2014-07-01,279606
Gävleborg,2014-08-01,279695
Gävleborg,2014-09-01,279680
Gävleborg,2014-10-01,279700
Gävleborg,2014-11-01,279911
Gävleborg,2014-12-01,279991
Gävleborg,2015-01-01,280169
Gävleborg,2015-02-01,280326
Gävleborg,2015-03-01,280394
Gävleborg,2015-04-01,280605
Gävleborg,2015-05-01,280795
Gävleborg,2015-06-01,281053
Gävleborg,2015-07-01,281283
Gävleborg,2015-08-01,281370
Gävleborg,2015-09-01,281541
Gävleborg,2015-10-01,281686
Gävleborg,2015-11-01,281641
Gävleborg,2015-12-01,281815
Gävleborg,2016-01-01,281990
Gävleborg,2016-02-01,282161
Gävleborg,2016-03-01,282270
Gävleborg,2016-04-01,282414
Gävleborg,2016-05-01,282592
Gävleborg,2016-06-01,282995
Gävleborg,2016-07-01,283491
Gävleborg,2016-08-01,283646
Gävleborg,2016-09-01,283737
Gävleborg,2016-10-01,283936
Gävleborg,2016-11-01,284164
Gävleborg,2016-12-01,284586
Gävleborg,2017-01-01,284619
Gävleborg,2017-02-01,284740
Gävleborg,2017-03-01,284802
Gävleborg,2017-04-01,284871
Gävleborg,2017-05-01,284987
Gävleborg,2017-06-01,285265
Gävleborg,2017-07-01,285425
Gävleborg,2017-08-01,285527
Gävleborg,2017-09-01,285452
Gävleborg,2017-10-01,285410
Gävleborg,2017-11-01,285476
Gävleborg,2017-12-01,285637
Gävleborg,2018-01-01,285690
Gävleborg,2018-02-01,285795
Gävleborg,2018-03-01,285791
Gävleborg,2018-04-01,285789
Gävleborg,2018-05-01,286015
Gävleborg,2018-06-01,286257
Gävleborg,2018-07-01,286411
Gävleborg,2018-08-01,286266
Gävleborg,2018-09-01,286364
Gävleborg,2018-10-01,286397
Gävleborg,2018-11-01,286452
Gävleborg,2018-12-01,286547
Gävleborg,2019-01-01,286669
Gävleborg,2019-02-01,286672
Gävleborg,2019-03-01,286774
Gävleborg,2019-04-01,286843
Gävleborg,2019-05-01,286927
Gävleborg,2019-06-01,287222
Gävleborg,2019-07-01,287380
Gävleborg,2019-08-01,287353
Gävleborg,2019-09-01,287345
Gävleborg,2019-10-01,287304
Gävleborg,2019-11-01,287335
Gävleborg,2019-12-01,287382
Gävleborg,2020-01-01,287366
Gävleborg,2020-02-01,287397
Gävleborg,2020-03-01,287393
Gävleborg,2020-04-01,287563
Gävleborg,2020-05-01,287650
Gävleborg,2020-06-01,287771
Gävleborg,2020-07-01,287895
Gävleborg,2020-08-01,287765
Gävleborg,2020-09-01,287660
Gävleborg,2020-10-01,287612
Gävleborg,2020-11-01,287622
Gävleborg,2020-12-01,287502
Gävleborg,2021-01-01,287383
Gävleborg,2021-02-01,287472
Gävleborg,2021-03-01,287530
Gävleborg,2021-04-01,287599
Gävleborg,2021-05-01,287686
Gävleborg,2021-06-01,287905
Gävleborg,2021-07-01,288137
Gävleborg,2021-08-01,287916
Gävleborg,2021-09-01,287858
Gävleborg,2021-10-01,287840
Gävleborg,2021-11-01,287838
Gävleborg,2021-12-01,287767
Gävleborg,2022-01-01,287654
Västernorrland,2006-01-01,243744
Västernorrland,2006-02-01,243730
Västernorrland,2006-03-01,243804
Västernorrland,2006-04-01,243884
Västernorrland,2006-05-01,243939
Västernorrland,2006-06-01,244197
Västernorrland,2006-07-01,244282
Västernorrland,2006-08-01,244099
Västernorrland,2006-09-01,244196
Västernorrland,2006-10-01,244092
Västernorrland,2006-11-01,244017
Västernorrland,2006-12-01,243978
Västernorrland,2007-01-01,243833
Västernorrland,2007-02-01,243768
Västernorrland,2007-03-01,243760
Västernorrland,2007-04-01,243782
Västernorrland,2007-05-01,243832
Västernorrland,2007-06-01,243809
Västernorrland,2007-07-01,243892
Västernorrland,2007-08-01,243558
Västernorrland,2007-09-01,243505
Västernorrland,2007-10-01,243458
Västernorrland,2007-11-01,243544
Västernorrland,2007-12-01,243449
Västernorrland,2008-01-01,243384
Västernorrland,2008-02-01,243283
Västernorrland,2008-03-01,243326
Västernorrland,2008-04-01,243380
Västernorrland,2008-05-01,243499
Västernorrland,2008-06-01,243627
Västernorrland,2008-07-01,243654
Västernorrland,2008-08-01,243481
Västernorrland,2008-09-01,243452
Västernorrland,2008-10-01,243412
Västernorrland,2008-11-01,243445
Västernorrland,2008-12-01,243372
Västernorrland,2009-01-01,243168
Västernorrland,2009-02-01,243077
Västernorrland,2009-03-01,243074
Västernorrland,2009-04-01,243100
Västernorrland,2009-05-01,243174
Västernorrland,2009-06-01,243261
Västernorrland,2009-07-01,243366
Västernorrland,2009-08-01,243144
Västernorrland,2009-09-01,243210
Västernorrland,2009-10-01,243102
Västernorrland,2009-11-01,243060
Västernorrland,2009-12-01,243042
Västernorrland,2010-01-01,242959
Västernorrland,2010-02-01,242881
Västernorrland,2010-03-01,242914
Västernorrland,2010-04-01,242957
Västernorrland,2010-05-01,243039
Västernorrland,2010-06-01,243193
Västernorrland,2010-07-01,243203
Västernorrland,2010-08-01,243091
Västernorrland,2010-09-01,242961
Västernorrland,2010-10-01,242788
Västernorrland,2010-11-01,242674
Västernorrland,2010-12-01,242625
Västernorrland,2011-01-01,242508
Västernorrland,2011-02-01,242405
Västernorrland,2011-03-01,242347
Västernorrland,2011-04-01,242259
Västernorrland,2011-05-01,242326
Västernorrland,2011-06-01,242465
Västernorrland,2011-07-01,242475
Västernorrland,2011-08-01,242381
Västernorrland,2011-09-01,242281
Västernorrland,2011-10-01,242178
Västernorrland,2011-11-01,242141
Västernorrland,2011-12-01,242155
Västernorrland,2012-01-01,242060
Västernorrland,2012-02-01,242044
Västernorrland,2012-03-01,241998
Västernorrland,2012-04-01,241989
Västernorrland,2012-05-01,242107
Västernorrland,2012-06-01,242252
Västernorrland,2012-07-01,242379
Västernorrland,2012-08-01,242153
Västernorrland,2012-09-01,242032
Västernorrland,2012-10-01,241962
Västernorrland,2012-11-01,241957
Västernorrland,2012-12-01,241981
Västernorrland,2013-01-01,241794
Västernorrland,2013-02-01,241675
Västernorrland,2013-03-01,241658
Västernorrland,2013-04-01,241734
Västernorrland,2013-05-01,241948
Västernorrland,2013-06-01,242172
Västernorrland,2013-07-01,242266
Västernorrland,2013-08-01,242212
Västernorrland,2013-09-01,242052
Västernorrland,2013-10-01,241992
Västernorrland,2013-11-01,242053
Västernorrland,2013-12-01,242156
Västernorrland,2014-01-01,242138
Västernorrland,2014-02-01,242278
Västernorrland,2014-03-01,242337
Västernorrland,2014-04-01,242400
Västernorrland,2014-05-01,242544
Västernorrland,2014-06-01,242749
Västernorrland,2014-07-01,242882
Västernorrland,2014-08-01,242961
Västernorrland,2014-09-01,242972
Västernorrland,2014-10-01,242990
Västernorrland,2014-11-01,243008
